,name,res,p
27,g-Sidon_2,0.5713646511543935,0.7
0,OptiMAC_5/20_p=0.8,0.47352019650263866,0.8
1,OptiMAC_10/20_p=0.8,0.6415865479660147,0.8
2,OptiMAC_15/20_p=0.8,0.7579347435962102,0.8
3,OptiMAC_5/30_p=0.8,0.3018476589120909,0.8
4,OptiMAC_10/30_p=0.8,0.48349256023171777,0.8
5,OptiMAC_15/30_p=0.8,0.6844288762329331,0.8
6,AggMAC_2,0.733879532280774,0.8
7,AggMAC_3,0.6031459125218783,0.8
8,AggMAC_4,0.4804558527080785,0.8
9,AggMAC_5,0.38560757808934837,0.8
10,trad,0.8636654982677734,0.8
11,Whip_2,0.556760692948645,0.8
12,Whip_3,0.3457606703145817,0.8
13,Whip_4,0.21980484282474433,0.8
14,Whip_5,0.14217629412436336,0.8
15,OptiMAC_25/30_p=0.8,0.7419406673982786,0.8
16,OptiMAC_30/30_p=0.8,0.7722190394659166,0.8
17,OptiMAC_18/30_p=0.8,0.5067731517362131,0.8
18,OptiMAC_13/25_p=0.8,0.6950920904110693,0.8
19,OptiMAC_14/25_p=0.8,0.6288978372762041,0.8
20,OptiMAC_15/25_p=0.8,0.668754315296404,0.8
21,OptiMAC_16/25_p=0.8,0.6801702835993484,0.8
22,OptiMAC_18/25_p=0.8,0.7407758544384293,0.8
23,OptiMAC_20/25_p=0.8,0.720720301665242,0.8
24,OptiMAC_22/25_p=0.8,0.7487296707271144,0.8
25,OptiMAC_25/25_p=0.8,0.7611397422323294,0.8
26,Golomb,0.7868323305803158,0.8
27,g-Sidon_2,0.736614945067728,0.8
28,g-Sidon_2,0.7401017349081699,0.8
0,OptiMAC_5/20_p=0.9,0.6536292647634145,0.9
1,OptiMAC_10/20_p=0.9,0.6816713654802242,0.9
2,OptiMAC_15/20_p=0.9,0.7676066319523891,0.9
3,OptiMAC_5/30_p=0.9,0.4688756074103022,0.9
4,OptiMAC_10/30_p=0.9,0.7047234963122707,0.9
5,OptiMAC_15/30_p=0.9,0.7632901900813446,0.9
6,AggMAC_2,0.8374494039328838,0.9
7,AggMAC_3,0.767593339160035,0.9
8,AggMAC_4,0.6966413626347071,0.9
9,AggMAC_5,0.6247714018555716,0.9
10,trad,0.8775305156291542,0.9
11,Whip_2,0.7155462230839661,0.9
12,Whip_3,0.5603082343625765,0.9
13,Whip_4,0.44390822569132143,0.9
14,Whip_5,0.34902243164697894,0.9
15,OptiMAC_30/30_p=0.9,0.14252749382445504,0.9
16,OptiMAC_25/30_p=0.9,0.20139493275332854,0.9
17,OptiMAC_18/30_p=0.9,0.20022148033346868,0.9
18,OptiMAC_13/25_p=0.9,0.7509672334451817,0.9
19,OptiMAC_14/25_p=0.9,0.8368301039512657,0.9
20,OptiMAC_15/25_p=0.9,0.7613775235994504,0.9
21,OptiMAC_16/25_p=0.9,0.7772718235501591,0.9
22,OptiMAC_18/25_p=0.9,0.7813016373107297,0.9
23,OptiMAC_20/25_p=0.9,0.7920102809230357,0.9
24,OptiMAC_22/25_p=0.9,0.8027808940777307,0.9
25,OptiMAC_25/25_p=0.9,0.807420561002726,0.9
26,g-Sidon_2,0.8423316918375546,0.9
27,Golomb,0.8587925989592795,0.9
